nces_id,district_name,state,lea_type,urbanicity,fleet_size,enrollment,median_income,poverty_rate,pct_hispanic,pct_white,pct_black,pm25,is_charter,NCES District ID_x,IS_APPLICANT,Round,IS_ADOPTER,NUM_ADOPTED,Funding Mechanism,IV_Z,NCES District ID_y,School District Prioritized,is_priority,IS_LOTTERY_WINNER,IS_LOTTERY_LOSER
1733030,Raccoon Cons SD 1,IL,1.0,Rural,5.0,225.0,71115.0,0.088,0.0069999999999999,0.988,0.011,8.455407685,0,,0,,0,0,None,0,,,0,0,0
1733090,Ramsey CUSD 204,IL,1.0,Rural,7.0,411.0,46076.0,0.2,0.009,0.996,0.017,8.556017687,0,,0,,0,0,None,0,,,0,0,0
1733120,Rankin CSD 98,IL,1.0,Rural,,201.0,77386.0,0.09,0.061,0.821,0.145,8.686326025,0,,0,,0,0,None,0,,,0,0,0
1733210,Rantoul City SD 137,IL,1.0,Town,,1676.0,43993.0,0.196,0.13,0.7290000000000001,0.319,8.642997506,0,1733210,1,R3 - 2023 Rebates,0,0,None,0,1733210,Yes,1,0,1
1733240,Rantoul Township HSD 193,IL,1.0,Town,11.0,848.0,47181.0,0.166,0.109,0.784,0.256,8.645626036,0,,0,,0,0,None,0,,,0,0,0
1733270,Reavis Twp HSD 220,IL,1.0,Suburban,14.0,1986.0,71455.0,0.113,0.451,0.792,0.03,10.39253084,0,,0,,0,0,None,0,,,0,0,0
1733300,Red Bud CUSD 132,IL,1.0,Town,24.0,1028.0,61080.0,0.1,0.0069999999999999,0.979,0.0,7.794521372,0,,0,,0,0,None,0,,,0,0,0
1733380,Reed Custer CUSD 255U,IL,1.0,Rural,25.0,1377.0,74839.0,0.1,0.068,0.985,0.005,9.120282059,0,,0,,0,0,None,0,,,0,0,0
1733390,Rhodes SD 84-5,IL,1.0,Suburban,16.0,521.0,57588.0,0.1689999999999999,0.654,0.633,0.05,10.16333807,0,,0,,0,0,None,0,,,0,0,0
1733420,Rich Twp HSD 227,IL,1.0,Suburban,,2487.0,67419.0,0.126,0.05,0.191,0.78,10.04479999,0,1733420,1,R1 - 2022 Rebates,0,0,None,0,1733420,No,0,0,1
1733450,Richland GSD 88A,IL,1.0,Suburban,,800.0,64191.0,0.083,0.17,0.753,0.142,10.06502895,0,,0,,0,0,None,0,,,0,0,0
1733510,Richmond-Burton CHSD 157,IL,1.0,Rural,36.0,549.0,98512.0,0.039,0.066,0.97,0.0069999999999999,8.777833769,0,,0,,0,0,None,0,,,0,0,0
0615690,Grant Elementary,CA,1.0,Rural,3.0,645.0,124904.0,0.043,0.076,0.913,0.033,6.136928672,0,,0,,0,0,None,0,,,0,0,0
1733720,Ridgewood CHSD 234,IL,1.0,Suburban,,873.0,74339.0,0.05,0.131,0.8640000000000001,0.016,9.947636711,0,,0,,0,0,None,0,,,0,0,0
1733750,Riley CCSD 18,IL,1.0,Rural,9.0,270.0,116494.0,0.043,0.031,0.985,0.0,9.157835446,0,,0,,0,0,None,0,,,0,0,0
1733810,River Forest SD 90,IL,1.0,Suburban,,1378.0,129263.0,0.011,0.064,0.89,0.047,10.19415552,0,,0,,0,0,None,0,,,0,0,0
1733840,River Grove SD 85-5,IL,1.0,Suburban,,716.0,64367.0,0.103,0.321,0.778,0.006,10.12904457,0,,0,,0,0,None,0,,,0,0,0
5505640,Granton Area School District,WI,1.0,Rural,6.0,226.0,59583.0,0.139,0.013,0.981,0.001,7.345818575,0,5505640,1,,1,5,LOTTERY_WINNER,1,,,0,1,0
1733930,Riverdale CUSD 100,IL,1.0,Rural,14.0,1092.0,83376.0,0.061,0.055,0.977,0.021,8.99057308,0,,0,,0,0,None,0,,,0,0,0
1733950,River Bend CUSD 2,IL,1.0,Town,11.0,942.0,63800.0,0.08,0.01,0.98,0.006,8.982193583,0,,0,,0,0,None,0,,,0,0,0
1733990,Riverside SD 96,IL,1.0,Suburban,,1723.0,98279.0,0.033,0.222,0.923,0.018,10.32714041,0,,0,,0,0,None,0,,,0,0,0
1734020,Riverside-Brookfield Twp SD 208,IL,1.0,Suburban,,1672.0,93211.0,0.034,0.186,0.903,0.0409999999999999,10.32984135,0,,0,,0,0,None,0,,,0,0,0
1734100,Riverton CUSD 14,IL,1.0,Suburban,15.0,1249.0,59323.0,0.14,0.005,0.966,0.01,8.757944303,0,,0,,0,0,None,0,,,0,0,0
1734110,Riverview CCSD 2,IL,1.0,Rural,6.0,237.0,54917.0,0.123,0.001,0.997,0.001,8.743573112,0,,0,,0,0,None,0,,,0,0,0
1734140,Roanoke Benson CUSD 60,IL,1.0,Rural,8.0,439.0,72500.0,0.024,0.057,0.995,0.009,8.828262207,0,,0,,0,0,None,0,,,0,0,0
1734170,Robein SD 85,IL,1.0,Suburban,,159.0,67014.0,0.045,0.047,0.993,0.002,8.771923465,0,,0,,0,0,None,0,,,0,0,0
1734230,Robinson CUSD 2,IL,1.0,Town,28.0,1523.0,56771.0,0.086,0.032,0.902,0.087,8.790372768,0,,0,,0,0,None,0,,,0,0,0
1734260,Rochelle CCSD 231,IL,1.0,Town,13.0,1577.0,58969.0,0.091,0.25,0.948,0.027,9.238293663,0,,0,,0,0,None,0,,,0,0,0
1734290,Rochelle Twp HSD 212,IL,1.0,Rural,12.0,863.0,62500.0,0.085,0.226,0.949,0.023,9.271197234,0,,0,,0,0,None,0,,,0,0,0
1734320,Rochester CUSD 3A,IL,1.0,Suburban,33.0,2074.0,105451.0,0.015,0.015,0.981,0.015,8.775509777,0,,0,,0,0,None,0,,,0,0,0
1734350,Rock Falls ESD 13,IL,1.0,Town,,865.0,44748.0,0.247,0.22,0.951,0.008,9.074194717,0,1734350,1,R1 - 2022 Rebates,0,0,None,0,1734350,Yes,1,0,1
1734380,Rock Falls Twp HSD 301,IL,1.0,Town,,566.0,53521.0,0.179,0.157,0.963,0.011,9.065577903,0,,0,,0,0,None,0,,,0,0,0
1734410,Rock Island SD 41,IL,1.0,Urban,,6204.0,52319.0,0.2019999999999999,0.126,0.759,0.192,8.898158465,0,,0,,0,0,None,0,,,0,0,0
1734440,Rockridge CUSD 300,IL,1.0,Rural,27.0,1054.0,82449.0,0.047,0.015,0.987,0.024,8.681426047,0,,0,,0,0,None,0,,,0,0,0
1734470,Rockdale SD 84,IL,1.0,Suburban,,251.0,46471.0,0.23,0.374,0.787,0.122,9.897893323,0,,0,,0,0,None,0,,,0,0,0
1734510,Rockford SD 205,IL,1.0,Urban,199.0,27442.0,51789.0,0.196,0.172,0.7290000000000001,0.218,9.517652887,0,1734510,1,R1 - 2022 Rebates,0,0,None,0,1734510,Yes,1,0,1
1734540,Rockton SD 140,IL,1.0,Suburban,,1602.0,89396.0,0.039,0.034,0.966,0.024,9.254887334,0,,0,,0,0,None,0,,,0,0,0
1734590,Rome CCSD 2,IL,1.0,Rural,,330.0,66223.0,0.111,0.0069999999999999,0.99,0.026,8.457750059,0,,0,,0,0,None,0,,,0,0,0
1734620,Rondout SD 72,IL,1.0,Suburban,,152.0,130833.0,0.102,0.044,0.8759999999999999,0.031,8.948315354,0,,0,,0,0,None,0,,,0,0,0
1734650,Rooks Creek CCSD 425,IL,1.0,Rural,2.0,62.0,96136.0,0.042,0.0,0.997,0.0069999999999999,8.862118621,0,,0,,0,0,None,0,,,0,0,0
1734710,Roselle SD 12,IL,1.0,Suburban,,700.0,96014.0,0.03,0.066,0.945,0.01,9.961730222,0,,0,,0,0,None,0,,,0,0,0
3701800,Granville County Schools,NC,1.0,Rural,98.0,6748.0,60606.0,0.144,0.087,0.64,0.321,8.035665774,0,3701800,1,,1,2,COMPETITIVE_R2,0,,,0,0,1
1734770,Rosemont ESD 78,IL,1.0,Suburban,2.0,212.0,67393.0,0.086,0.2789999999999999,0.8590000000000001,0.015,9.95662411,0,,0,,0,0,None,0,,,0,0,0
1734870,Rossville-Alvin CUSD 7,IL,1.0,Rural,5.0,363.0,60156.0,0.1,0.078,0.988,0.0,8.529086839,0,,0,,0,0,None,0,,,0,0,0
1734990,Round Lake CUSD 116,IL,1.0,Suburban,47.0,6330.0,69011.0,0.099,0.542,0.7390000000000001,0.068,8.886906253,0,,0,,0,0,None,0,,,0,0,0
1735010,Roxana CUSD 1,IL,1.0,Suburban,26.0,1690.0,64586.0,0.1119999999999999,0.022,0.954,0.05,9.094115878,0,,0,,0,0,None,0,,,0,0,0
1735100,Rutland CCSD 230,IL,1.0,Rural,2.0,63.0,88603.0,0.0409999999999999,0.002,0.983,0.0,9.12598253,0,,0,,0,0,None,0,,,0,0,0
1735160,Salem SD 111,IL,1.0,Town,,928.0,55250.0,0.184,0.003,0.96,0.05,8.459915971,0,,0,,0,0,None,0,,,0,0,0
1735190,Salem CHSD 600,IL,1.0,Town,11.0,732.0,60864.0,0.1369999999999999,0.0069999999999999,0.97,0.032,8.459072483,0,,0,,0,0,None,0,,,0,0,0
1735220,Salt Creek SD 48,IL,1.0,Suburban,,494.0,77738.0,0.0819999999999999,0.067,0.825,0.079,10.30183149,0,,0,,0,0,None,0,,,0,0,0
1735310,Sandoval CUSD 501,IL,1.0,Rural,8.0,420.0,48229.0,0.231,0.0409999999999999,0.977,0.015,8.444498176,0,,0,,0,0,None,0,,,0,0,0
1735340,Sandridge SD 172,IL,1.0,Suburban,,407.0,61469.0,0.126,0.161,0.4539999999999999,0.555,10.00933576,0,,0,,0,0,None,0,,,0,0,0
1735370,Sandwich CUSD 430,IL,1.0,Suburban,26.0,1895.0,78295.0,0.08,0.076,0.959,0.0069999999999999,9.311460729,0,,0,,0,0,None,0,,,0,0,0
1735400,Saratoga CCSD 60C,IL,1.0,Town,41.0,772.0,74533.0,0.1009999999999999,0.093,0.948,0.03,9.380684984,0,,0,,0,0,None,0,,,0,0,0
1735460,CCSD 168,IL,1.0,Suburban,1.0,1209.0,49131.0,0.276,0.1119999999999999,0.273,0.7170000000000001,9.871476151,0,1735460,1,R3 - 2023 Rebates,0,0,None,0,1735460,Yes,1,0,1
1735610,Scales Mound CUSD 211,IL,1.0,Rural,7.0,257.0,75694.0,0.045,0.025,0.98,0.009,8.71687717,0,,0,,0,0,None,0,,,0,0,0
1735640,Schiller Park SD 81,IL,1.0,Suburban,7.0,1337.0,59402.0,0.129,0.297,0.757,0.015,10.0679927,0,,0,,0,0,None,0,,,0,0,0
1735770,Selmaville CCSD 10,IL,1.0,Rural,6.0,239.0,82572.0,0.066,0.024,0.975,0.004,8.457570949,0,,0,,0,0,None,0,,,0,0,0
1735820,Seneca CCSD 170,IL,1.0,Rural,7.0,487.0,83214.0,0.213,0.06,0.976,0.023,9.092627539,0,,0,,0,0,None,0,,,0,0,0
1735850,Seneca Twp HSD 160,IL,1.0,Rural,2.0,385.0,83862.0,0.154,0.049,0.986,0.011,9.103384804,0,,0,,0,0,None,0,,,0,0,0
1735940,Sesser-Valier CUSD 196,IL,1.0,Rural,,609.0,59867.0,0.081,0.024,0.984,0.006,8.44075675,0,,0,,0,0,None,0,,,0,0,0
1735970,Indian Creek CUSD 425,IL,1.0,Rural,9.0,711.0,72906.0,0.105,0.053,0.954,0.027,9.190612381,0,,0,,0,0,None,0,,,0,0,0
1736090,Shelbyville CUSD 4,IL,1.0,Town,13.0,1251.0,56585.0,0.081,0.016,0.984,0.01,8.748223708,0,1736090,1,R1 - 2022 Rebates,0,0,None,0,1736090,No,0,0,1
1736180,Sherrard CUSD 200,IL,1.0,Rural,21.0,1371.0,69701.0,0.094,0.036,0.988,0.026,8.600109912,0,,0,,0,0,None,0,,,0,0,0
1736210,Shiloh Village SD 85,IL,1.0,Suburban,,577.0,87847.0,0.06,0.081,0.856,0.144,8.521112055,0,,0,,0,0,None,0,,,0,0,0
1736240,Shirland CCSD 134,IL,1.0,Rural,,105.0,90139.0,0.039,0.013,0.97,0.012,9.163756842,0,,0,,0,0,None,0,,,0,0,0
1736300,ESD 159,IL,1.0,Suburban,,1679.0,80736.0,0.124,0.039,0.253,0.742,10.07714438,0,,0,,0,0,None,0,,,0,0,0
1736330,Signal Hill SD 181,IL,1.0,Suburban,,291.0,70530.0,0.083,0.021,0.779,0.221,8.847662712,0,,0,,0,0,None,0,,,0,0,0
1736360,Silvis SD 34,IL,1.0,Suburban,6.0,620.0,57468.0,0.159,0.15,0.8909999999999999,0.0579999999999999,8.997000565,0,,0,,0,0,None,0,,,0,0,0
1736450,Skokie SD 68,IL,1.0,Urban,19.0,1665.0,74174.0,0.109,0.113,0.614,0.136,9.339091265,0,,0,,0,0,None,0,,,0,0,0
1736480,Skokie SD 69,IL,1.0,Urban,,1797.0,64990.0,0.133,0.123,0.5720000000000001,0.086,9.467833534,0,,0,,0,0,None,0,,,0,0,0
1736510,Smithton CCSD 130,IL,1.0,Town,5.0,556.0,92951.0,0.027,0.0069999999999999,0.975,0.025,8.164094444,0,,0,,0,0,None,0,,,0,0,0
1736570,Somonauk CUSD 432,IL,1.0,Town,11.0,750.0,89583.0,0.063,0.026,0.985,0.015,9.255470006,0,,0,,0,0,None,0,,,0,0,0
1736600,County of Winnebago SD 320,IL,1.0,Suburban,,903.0,48288.0,0.195,0.138,0.913,0.042,9.266013588,0,,0,,0,0,None,0,,,0,0,0
1736610,Southeastern CUSD 337,IL,1.0,Rural,14.0,454.0,45982.0,0.188,0.01,0.987,0.032,7.949323762,0,,0,,0,0,None,0,,,0,0,0
1736640,South Fork SD 14,IL,1.0,Rural,4.0,301.0,67054.0,0.1,0.09,0.988,0.0,8.669717808,0,1736640,1,R3 - 2023 Rebates,0,0,None,0,1736640,Yes,1,0,1
1736720,South Holland SD 150,IL,1.0,Suburban,,803.0,80609.0,0.1159999999999999,0.032,0.12,0.87,10.28671896,0,,0,,0,0,None,0,,,0,0,0
1736750,South Holland SD 151,IL,1.0,Suburban,,1491.0,66384.0,0.193,0.161,0.237,0.7070000000000001,10.29399595,0,,0,,0,0,None,0,,,0,0,0
1736780,South Pekin SD 137,IL,1.0,Rural,,177.0,61181.0,0.12,0.021,0.992,0.004,8.661332603,0,,0,,0,0,None,0,,,0,0,0
5101690,Grayson County Public Schools,VA,1.0,Rural,47.0,1561.0,43022.0,0.176,0.037,0.929,0.051,6.638527264,0,5101690,1,,1,4,LOTTERY_WINNER,1,,,0,1,0
1736840,South Wilmington CCSD 74,IL,1.0,Rural,,89.0,80987.0,0.047,0.0,1.0,0.0,8.985380934,0,,0,,0,0,None,0,,,0,0,0
1736900,Sparta CUSD 140,IL,1.0,Town,,1175.0,58209.0,0.124,0.018,0.862,0.139,7.795172945,0,,0,,0,0,None,0,,,0,0,0
1736960,Spoon River Valley CUSD 4,IL,1.0,Rural,13.0,256.0,66458.0,0.0969999999999999,0.011,1.0,0.003,8.267914524,0,,0,,0,0,None,0,,,0,0,0
1737020,Spring Lake CCSD 606,IL,1.0,Rural,1.0,60.0,73750.0,0.104,0.019,1.0,0.005,8.471887123,0,,0,,0,0,None,0,,,0,0,0
1737050,Spring Valley CCSD 99,IL,1.0,Rural,,608.0,53769.0,0.125,0.195,0.8759999999999999,0.022,9.043598178,0,,0,,0,0,None,0,,,0,0,0
1717580,Grayville CUSD 1,IL,1.0,Rural,4.0,273.0,55329.0,0.198,0.018,0.987,0.016,8.537329425,0,1717580,1,R1 - 2022 Rebates,0,0,None,0,1717580,Yes,1,0,1
1717580,Grayville CUSD 1,IL,1.0,Rural,4.0,273.0,55329.0,0.198,0.018,0.987,0.016,8.537329425,0,1717580,1,,1,2,LOTTERY_WINNER,1,1717580,Yes,1,1,0
1737120,St Anne CCSD 256,IL,1.0,Rural,,281.0,61538.0,0.067,0.151,0.843,0.054,8.890714239,0,,0,,0,0,None,0,,,0,0,0
1737140,St Anne CHSD 302,IL,1.0,Rural,,186.0,51219.0,0.114,0.14,0.643,0.27,8.890714239,0,,0,,0,0,None,0,,,0,0,0
1737170,St Charles CUSD 303,IL,1.0,Suburban,144.0,11801.0,127903.0,0.035,0.094,0.878,0.0409999999999999,9.714978055,0,,0,,0,0,None,0,,,0,0,0
1737230,St Elmo CUSD 202,IL,1.0,Rural,9.0,404.0,48826.0,0.192,0.002,0.994,0.002,8.618573785,0,1737230,1,R1 - 2022 Rebates,0,0,None,0,1737230,Yes,1,0,1
1737320,St George CCSD 258,IL,1.0,Rural,6.0,392.0,118338.0,0.03,0.0409999999999999,0.956,0.027,9.190599842,0,,0,,0,0,None,0,,,0,0,0
4210950,Greater Johnstown SD,PA,1.0,Urban,,2970.0,35063.0,0.285,0.04,0.838,0.182,8.497622671,0,4210950,1,R1 - 2022 Rebates,0,0,None,0,4210950,Yes,1,0,1
4210950,Greater Johnstown SD,PA,1.0,Urban,,2970.0,35063.0,0.285,0.04,0.838,0.182,8.497622671,0,4210950,1,,1,10,LOTTERY_WINNER,1,4210950,Yes,1,1,0
1737380,St Joseph CCSD 169,IL,1.0,Rural,12.0,791.0,94544.0,0.079,0.0139999999999999,0.974,0.005,8.589855909,0,,0,,0,0,None,0,,,0,0,0
1737410,St Joseph Ogden CHSD 305,IL,1.0,Town,5.0,463.0,94437.0,0.066,0.01,0.97,0.008,8.58062937,0,,0,,0,0,None,0,,,0,0,0
1737440,St Libory Cons SD 30,IL,1.0,Rural,,63.0,81375.0,0.033,0.009,0.996,0.0,8.027936679,0,,0,,0,0,None,0,,,0,0,0
1737470,St Rose SD 14-15,IL,1.0,Rural,4.0,172.0,90345.0,0.031,0.003,0.996,0.001,8.502270509,0,,0,,0,0,None,0,,,0,0,0
1737490,Stark County CUSD 100,IL,1.0,Rural,10.0,692.0,56000.0,0.135,0.024,0.98,0.018,8.520230268,0,,0,,0,0,None,0,,,0,0,0
1737590,Staunton CUSD 6,IL,1.0,Town,16.0,1217.0,58496.0,0.135,0.003,0.992,0.001,8.530495473,0,,0,,0,0,None,0,,,0,0,0
1737650,Steeleville CUSD 138,IL,1.0,Town,,403.0,59375.0,0.091,0.026,0.962,0.022,7.892189124,0,,0,,0,0,None,0,,,0,0,0
4216290,Greater Nanticoke Area SD,PA,1.0,Suburban,,2301.0,50064.0,0.176,0.076,0.875,0.111,7.62940518,0,4216290,1,,1,15,LOTTERY_WINNER,1,,,0,1,0
1737800,Steward ESD 220,IL,1.0,Rural,2.0,70.0,102361.0,0.023,0.021,0.97,0.013,9.233945869,0,1737800,1,R1 - 2022 Rebates,0,0,None,0,1737800,Yes,1,0,1
5505880,Green Lake School District,WI,1.0,Rural,6.0,297.0,67692.0,0.068,0.008,0.986,0.009,7.694570633,0,,0,,0,0,None,0,,,0,0,0
1737860,Central Stickney SD 110,IL,1.0,Suburban,,313.0,66339.0,0.153,0.63,0.703,0.017,10.34728373,0,,0,,0,0,None,0,,,0,0,0
1737980,Stockton CUSD 206,IL,1.0,Rural,10.0,548.0,56739.0,0.079,0.022,0.976,0.024,8.720245213,0,,0,,0,0,None,0,,,0,0,0
1738070,Woodland CUSD 5,IL,1.0,Rural,44.0,443.0,56885.0,0.135,0.027,0.983,0.017,8.904281948,0,,0,,0,0,None,0,,,0,0,0
1738100,Streator Twp HSD 40,IL,1.0,Town,,809.0,49448.0,0.206,0.11,0.914,0.037,8.963097966,0,,0,,0,0,None,0,,,0,0,0
1738130,Sullivan CUSD 300,IL,1.0,Town,13.0,1179.0,71141.0,0.07,0.011,0.985,0.0139999999999999,8.802631233,0,,0,,0,0,None,0,,,0,0,0
1738190,Summersville SD 79,IL,1.0,Town,,275.0,43393.0,0.1889999999999999,0.023,0.981,0.005,8.469105202,0,,0,,0,0,None,0,,,0,0,0
1738220,Summit Hill SD 161,IL,1.0,Suburban,,2499.0,124672.0,0.03,0.077,0.8759999999999999,0.093,10.05619213,0,,0,,0,0,None,0,,,0,0,0
1738370,Sunnybrook SD 171,IL,1.0,Suburban,,990.0,80242.0,0.088,0.155,0.289,0.598,10.03762272,0,,0,,0,0,None,0,,,0,0,0
1738400,Sunset Ridge SD 29,IL,1.0,Suburban,,490.0,191125.0,0.05,0.001,0.973,0.01,9.07488274,0,,0,,0,0,None,0,,,0,0,0
1738460,Sycamore CUSD 427,IL,1.0,Suburban,41.0,3598.0,77153.0,0.093,0.073,0.943,0.038,9.348146544,0,,0,,0,0,None,0,,,0,0,0
1738490,V I T CUSD 2,IL,1.0,Rural,11.0,349.0,55640.0,0.148,0.026,0.988,0.006,8.097536337,0,1738490,1,R1 - 2022 Rebates,0,0,None,0,1738490,Yes,1,0,1
1738520,Taft SD 90,IL,1.0,Suburban,,276.0,70389.0,0.134,0.158,0.8540000000000001,0.065,10.09393013,0,,0,,0,0,None,0,,,0,0,0
1738550,Tamaroa School Dist 5,IL,1.0,Rural,2.0,91.0,54000.0,0.078,0.0,0.998,0.001,8.192620274,0,,0,,0,0,None,0,,,0,0,0
1738700,Taylorville CUSD 3,IL,1.0,Town,,2262.0,52086.0,0.109,0.012,0.962,0.031,8.681735065,0,,0,,0,0,None,0,,,0,0,0
1738760,Teutopolis CUSD 50,IL,1.0,Town,21.0,1081.0,92198.0,0.027,0.002,0.989,0.006,8.832444481,0,,0,,0,0,None,0,,,0,0,0
1738790,Thomasboro CCSD 130,IL,1.0,Town,,134.0,66198.0,0.085,0.039,0.9,0.107,8.647613387,0,,0,,0,0,None,0,,,0,0,0
1738910,Thornton SD 154,IL,1.0,Suburban,,255.0,61875.0,0.0969999999999999,0.19,0.632,0.315,10.22229446,0,,0,,0,0,None,0,,,0,0,0
1738940,Thornton Fractional Twp HSD 215,IL,1.0,Suburban,,3310.0,57927.0,0.1689999999999999,0.206,0.36,0.564,10.17986649,0,,0,,0,0,None,0,,,0,0,0
1738970,Thornton Twp HSD 205,IL,1.0,Suburban,,4681.0,49326.0,0.215,0.11,0.156,0.821,10.2960595,0,,0,,0,0,None,0,,,0,0,0
1739030,CCSD 146,IL,1.0,Suburban,,2300.0,74071.0,0.066,0.158,0.865,0.069,10.28834503,0,,0,,0,0,None,0,,,0,0,0
1739090,Cumberland CUSD 77,IL,1.0,Rural,19.0,1011.0,64080.0,0.123,0.016,0.975,0.01,8.802726748,0,1739090,1,R1 - 2022 Rebates,0,0,None,0,1739090,Yes,1,0,1
1739120,Tolono CUSD 7,IL,1.0,Rural,,1529.0,87528.0,0.052,0.005,0.97,0.032,8.565756788,0,,0,,0,0,None,0,,,0,0,0
1739180,Tonica CCSD 79,IL,1.0,Rural,,110.0,75966.0,0.074,0.075,0.969,0.01,9.044060964,0,,0,,0,0,None,0,,,0,0,0
3905001,Green Local,OH,1.0,Suburban,,4030.0,85255.0,0.067,0.008,0.961,0.031,9.357283418,0,3905001,1,,1,5,LOTTERY_WINNER,1,,,0,1,0
1739420,Wesclin CUSD 3,IL,1.0,Rural,21.0,1346.0,82611.0,0.065,0.043,0.965,0.032,8.421094692,0,,0,,0,0,None,0,,,0,0,0
1739450,Tri City CUSD 1,IL,1.0,Rural,10.0,577.0,83221.0,0.079,0.013,0.975,0.023,8.825873869,0,,0,,0,0,None,0,,,0,0,0
1739480,Tri Point CUSD 6-J,IL,1.0,Rural,12.0,384.0,52935.0,0.142,0.0279999999999999,0.969,0.006,8.813784448,0,,0,,0,0,None,0,,,0,0,0
2913290,GREEN RIDGE R-VIII,MO,1.0,Rural,7.0,368.0,65500.0,0.057,0.03,0.983,0.016,7.127414519,0,2913290,1,,1,2,LOTTERY_WINNER,1,,,0,1,0
1739600,Tuscola CUSD 301,IL,1.0,Town,,948.0,59633.0,0.121,0.02,0.976,0.006,8.625204504,0,,0,,0,0,None,0,,,0,0,0
1739630,Century CUSD 100,IL,1.0,Rural,7.0,337.0,60227.0,0.099,0.052,0.943,0.0559999999999999,8.563147634,0,,0,,0,0,None,0,,,0,0,0
1739660,Union SD 81,IL,1.0,Rural,,115.0,97727.0,0.045,0.401,0.8340000000000001,0.114,9.886486913,0,,0,,0,0,None,0,,,0,0,0
1739780,Union Ridge SD 86,IL,1.0,Suburban,,649.0,71678.0,0.079,0.193,0.792,0.019,9.936905197,0,,0,,0,0,None,0,,,0,0,0
0616050,Greenfield Union,CA,1.0,Urban,54.0,9177.0,56981.0,0.15,0.73,0.669,0.076,9.846592517,0,,0,,0,0,None,0,,,0,0,0
1739930,Unity Point CCSD 140,IL,1.0,Rural,13.0,637.0,41402.0,0.215,0.038,0.762,0.147,8.477001281,0,,0,,0,0,None,0,,,0,0,0
4502310,Greenville 01,SC,1.0,Suburban,409.0,77978.0,65072.0,0.114,0.099,0.754,0.1939999999999999,8.625026164,0,,0,,0,0,None,0,,,0,0,0
2801680,GRENADA SCHOOL DIST,MS,1.0,Rural,85.0,3864.0,40808.0,0.228,0.006,0.542,0.45,8.839196708,0,2801680,1,,1,2,LOTTERY_WINNER,1,,,0,1,0
1740080,Valmeyer CUSD 3,IL,1.0,Rural,8.0,355.0,93558.0,0.034,0.045,0.999,0.001,7.895321978,0,,0,,0,0,None,0,,,0,0,0
1740140,Vandalia CUSD 203,IL,1.0,Town,22.0,1461.0,45530.0,0.172,0.034,0.902,0.087,8.513495282,0,,0,,0,0,None,0,,,0,0,0
1740200,Venice CUSD 3,IL,1.0,Suburban,,92.0,34743.0,0.1119999999999999,0.033,0.092,0.908,9.414995606,0,,0,,0,0,None,0,,,0,0,0
1740260,Vienna SD 55,IL,1.0,Rural,6.0,399.0,54015.0,0.149,0.043,0.784,0.211,8.532225484,0,1740260,1,R1 - 2022 Rebates,0,0,None,0,1740260,Yes,1,0,1
4106000,Gresham-Barlow SD 10J,OR,1.0,Suburban,131.0,11429.0,68900.0,0.119,0.141,0.89,0.051,7.760271017,0,4106000,1,,1,2,COMPETITIVE_R2,0,,,0,0,1
4106000,Gresham-Barlow SD 10J,OR,1.0,Suburban,131.0,11429.0,68900.0,0.119,0.141,0.89,0.051,7.760271017,0,4106000,1,,1,10,LOTTERY_WINNER,1,,,0,1,0
1740320,Villa Grove CUSD 302,IL,1.0,Rural,8.0,654.0,64395.0,0.086,0.015,0.984,0.012,8.564556331,0,,0,,0,0,None,0,,,0,0,0
1740350,SD 45 DuPage County,IL,1.0,Suburban,18.0,3173.0,84174.0,0.066,0.2239999999999999,0.8320000000000001,0.06,10.26359677,0,,0,,0,0,None,0,,,0,0,0
1740410,Virginia CUSD 64,IL,1.0,Rural,6.0,321.0,62727.0,0.127,0.019,0.986,0.008,8.170783044,0,,0,,0,0,None,0,,,0,0,0
1740440,CHSD 94,IL,1.0,Suburban,,2076.0,94566.0,0.081,0.381,0.732,0.051,10.02544972,0,,0,,0,0,None,0,,,0,0,0
1740470,Wabash CUSD 348,IL,1.0,Town,19.0,1421.0,45840.0,0.146,0.02,0.978,0.009,8.61343969,0,,0,,0,0,None,0,,,0,0,0
1740500,CCSD 89,IL,1.0,Suburban,,2224.0,96949.0,0.0559999999999999,0.087,0.755,0.057,10.25033175,0,,0,,0,0,None,0,,,0,0,0
1740530,Wallace CCSD 195,IL,1.0,Rural,10.0,396.0,97794.0,0.1159999999999999,0.1,0.928,0.059,9.115445095,0,,0,,0,0,None,0,,,0,0,0
1740620,Waltham CCSD 185,IL,1.0,Rural,,224.0,97292.0,0.008,0.039,0.984,0.0,9.116189984,0,,0,,0,0,None,0,,,0,0,0
1740650,Waltonville CUSD 1,IL,1.0,Rural,,303.0,58214.0,0.156,0.001,0.987,0.012,8.423367437,0,,0,,0,0,None,0,,,0,0,0
1740680,North Wamac SD 186,IL,1.0,Town,2.0,133.0,38194.0,0.303,0.045,0.983,0.0,8.396574026,0,,0,,0,0,None,0,,,0,0,0
1740740,Warren CUSD 205,IL,1.0,Rural,,397.0,62697.0,0.115,0.015,0.993,0.008,8.726124766,0,,0,,0,0,None,0,,,0,0,0
1740800,Warren Twp HSD 121,IL,1.0,Suburban,70.0,3758.0,95234.0,0.053,0.207,0.716,0.094,8.733472528,0,,0,,0,0,None,0,,,0,0,0
